Case #1: Impossible
22 36 73683
22 38 190726
22 39 154137
22 40 120092
22 41 123374
22 42 124539
23 25 112994
23 26 100920
23 27 125004
23 28 73694
23 29 107956
23 30 96102
23 31 108847
23 32 58340
23 33 117661
23 34 86848
23 35 138365
23 36 45634
23 37 180431
23 38 176778
23 39 140189
23 40 117455
23 41 118188
23 42 121902
24 25 124241
24 26 112167
24 27 36007
24 28 85757
24 29 106840
24 30 116832
24 31 120910
24 32 70403
24 33 111924
24 34 98736
24 35 99022
24 36 57697
24 37 192494
24 38 171041
24 39 152077
24 40 129518
24 42 133965
25 26 12074
25 27 95524
25 28 95420
25 29 107367
25 30 101083
25 31 101284
25 32 54654
25 33 43427
25 34 86259
25 35 110301
25 36 67360
25 37 174048
25 38 180642
25 39 139600
25 40 100542
25 41 38573
25 42 101967
26 27 83450
26 28 83346
26 29 95293
26 30 89009
26 31 89210
26 32 42580
26 33 31353
26 34 74185
26 35 98227
26 36 55286
26 37 161974
26 38 168568
26 39 127526
26 40 88468
26 41 26499
26 42 89893
27 28 107430
27 29 83837
27 30 110983
27 31 115061
27 32 66664
27 33 114803
27 34 62729
27 35 63015
27 36 79370
27 37 189108
27 38 194303
27 39 116070
27 40 106384
27 41 56951
27 42 130226
28 29 101693
28 30 87195
28 31 91273
28 32 40766
28 33 111398
28 34 80585
28 35 130434
28 36 28060
28 37 162857
28 38 170515
28 39 133926
28 40 99881
28 41 100614
28 42 104328
29 31 109324
29 32 60927
29 33 107870
29 34 21108
29 35 98614
29 36 73633
29 37 147487
29 38 167016
29 39 74449
29 40 96147
29 41 68794
29 42 97572
30 31 94826
30 32 46429
30 33 96045
30 34 65232
30 35 142738
30 36 59135
30 37 182072
30 38 155162
30 39 118573
30 40 103434
30 41 112918
31 32 50507
31 33 57857
31 34 88216
31 35 149170
31 36 63213
31 37 186150
31 38 178146
31 39 141557
31 40 107512
31 41 77442
31 42 114069
32 33 70632
32 34 39819
32 35 115080
32 36 12706
32 37 135643
32 38 129749
32 39 93160
32 40 59115
32 41 69079
32 42 63562
33 34 86791
33 35 129580
33 37 151733
33 38 137215
33 39 112159
33 40 119821
33 41 57852
33 42 121246
34 35 77506
34 36 52525
34 37 126379
34 38 145908
34 39 53341
34 40 75039
34 41 47686
34 42 76464
35 36 102374
35 37 203885
35 38 223414
35 39 130847
35 40 152545
35 41 71728
35 42 153970
36 37 134797
36 38 142455
36 39 105866
36 40 71821
36 41 72554
36 42 76268
37 38 228727
37 39 73038
37 40 137664
37 41 174065
37 42 139089
38 40 186754
38 41 193594
38 42 193311
39 40 128380
39 41 101027
39 42 129805
40 41 107322
40 42 65583
41 42 108747
Case #98: Impossible
Case #99: 13
1 3 236900
1 5 494474
1 6 271147
2 3 440295
2 4 509159
2 5 510064
2 6 386324
3 4 68864
3 5 395302
3 6 504716
4 5 326438
4 6 435852
5 6 762290
Case #100: 119
1 2 336693
1 7 252488
1 11 248032
1 13 166019
1 14 266624
1 15 282695
1 22 165348
1 24 177887
1 29 116066
2 3 189389
2 4 452202
2 5 204554
2 9 270019
2 16 300366
2 21 302325
2 22 266799
2 24 279338
2 26 228993
2 28 159924
3 6 222847
3 9 273794
3 10 318845
3 15 376362
3 18 204184
3 28 187106
4 5 266693
4 6 270456
4 7 333212
4 8 252071
4 10 339355
4 15 358618
4 24 330722
4 26 223209
5 13 79647
5 15 215977
5 19 71760
5 20 60623
5 29 258691
6 11 208469
6 12 10370
6 20 58789
6 23 50972
6 24 60266
6 28 59148
6 29 233687
7 11 214546
7 13 146166
7 14 246771
7 21 279583
7 23 119325
7 24 230563
7 29 325210
8 9 69888
8 15 172456
8 19 28239
8 24 136375
8 27 128129
8 29 249808
9 10 75120
9 11 202248
9 12 98643
9 14 168549
9 15 102568
9 22 136000
9 24 148539
9 30 281160
10 11 277368
10 14 243669
10 18 144754
10 19 173247
10 23 177039
10 26 116146
10 28 185215
10 30 249012
11 17 244457
11 23 222115
12 18 29033
12 23 61342
12 24 70636
13 15 170512
13 17 134380
13 18 55502
13 20 95628
14 18 156107
14 21 234002
14 24 235036
15 16 214967
15 20 212304
15 24 251107
15 26 143594
15 29 282488
16 20 140083
16 21 231688
16 24 178886
16 28 140442
17 19 163716
17 24 214975
17 26 107462
18 22 66390
18 25 54443
19 28 116390
19 29 278047
20 22 106516
20 24 119055
20 25 94569
20 26 68710
20 29 289656
21 24 267828
21 25 243342
21 27 225400
21 28 229384
21 30 380795
23 26 60893
24 25 96058
24 29 293953
25 28 94928
25 29 269467
25 30 323161
29 30 144216
Case #101: 91
1 4 548105
1 6 92001
1 8 10437
1 10 116119
1 11 206112
1 12 172390
1 13 236407
1 14 187353
1 16 168803
1 18 222762
2 4 683523
2 5 361890
2 7 399718
2 8 245150
2 9 172523
2 11 347870
2 12 282723
2 13 471120
2 14 320339
2 15 289585
2 16 310561
2 18 333582
3 5 246117
3 6 192316
3 7 367715
3 9 333228
3 11 157881
3 12 223028
3 13 474041
3 15 292506
3 16 195190
3 17 261308
3 18 301579
4 5 426901
4 9 511000
4 10 456584
4 11 493639
4 12 484168
4 14 385350
4 15 532656
4 16 456330
4 17 596712
4 18 349941
5 6 53801
5 7 143096
5 9 196412
5 10 29683
5 12 86212
5 13 287290
5 14 41551
5 16 82367
5 17 270731
6 8 102438
6 9 154191
6 12 104640
6 13 281725
6 15 100190
7 8 299335
7 10 172779
7 11 209834
7 13 259250
7 14 101545
7 16 172525
7 17 312907
7 18 66136
8 9 72627
8 10 126556
8 15 65309
8 18 233199
9 11 175347
9 14 196468
9 15 117062
9 16 138038
9 17 202835
10 11 89993
10 12 80522
10 14 71234
10 15 76072
10 18 106643
11 12 65147
11 13 317122
11 14 146763
11 15 166065
11 17 151055
12 13 307651
12 15 156594
12 16 27838
13 14 311484
13 17 377052
15 17 195517
17 18 246771
Case #102: 120
1 9 181789
1 11 337035
1 15 155196
1 16 119593
1 23 267914
1 25 201601
1 26 167943
2 3 119962
2 6 191095
2 11 417493
2 24 321018
2 26 276197
2 27 342766
3 4 257059
3 9 315264
3 12 271651
3 16 158197
3 24 440980
3 27 462728
4 10 124694
4 13 269405
4 15 98557
4 21 99008
4 28 374934
4 32 322964
5 18 64967
5 21 146021
5 23 294196
5 24 310704
5 29 372457
5 30 303476
6 18 71952
6 22 409135
6 23 275915
6 25 243019
6 28 428932
6 30 310461
6 32 376962
7 13 408758
7 15 237910
7 17 416130
7 18 157307
7 23 386536
7 25 348019
7 26 314361
8 22 509222
8 23 331237
8 31 201829
9 11 469250
9 13 167777
9 20 177508
9 25 107038
9 30 381613
9 31 306629
9 32 475910
10 14 145337
10 26 263794
10 27 330363
10 28 463720
10 31 242469
10 32 198270
11 12 425637
11 23 527579
11 24 544087
11 25 489062
11 29 619848
11 31 398171
11 32 442889
12 13 124164
12 15 243798
12 23 356516
12 27 331265
12 29 194211
13 18 251451
13 23 480680
13 24 474533
13 28 513690
13 30 427388
14 17 297420
15 16 197419
15 17 375334
15 19 578255
15 21 197565
15 24 362248
15 27 296035
15 28 459049
15 30 225862
15 32 414374
16 17 339731
16 18 80908
16 20 171555
16 25 271620
16 28 276072
17 21 339877
17 24 509701
17 25 313674
17 31 394552
17 32 350353
18 20 90647
18 21 81054
18 27 223623
18 29 321498
18 32 305010
19 22 572551
19 25 516595
19 28 703241
19 29 472827
20 31 226376
21 22 502276
21 27 304677
22 23 647364
22 25 264454
23 25 382910
23 28 424101
24 25 413794
26 28 419293
27 31 359352
28 31 492709
29 30 381551
30 32 188512
Case #103: 86
1 2 386586
1 5 362754
1 6 176375
1 7 230231
1 8 292854
1 10 607861
1 13 270696
1 16 257610
2 3 330043
2 5 262417
2 8 285300
2 11 344844
2 15 539466
2 16 456326
2 18 236455
2 19 540989
3 4 124419
3 5 279841
3 8 113132
3 12 177456
3 13 166562
3 14 140527
3 15 371848
3 17 268588
3 18 93588
4 8 210389
4 9 243036
4 11 269933
4 16 381415
4 17 144169
4 18 161544
5 7 152779
5 8 365811
5 10 481333
5 11 142651
5 12 409035
5 15 337273
5 16 483086
5 17 246194
6 8 331951
6 9 107736
6 10 510780
6 11 259200
6 14 236167
6 15 244495
6 16 151748
6 19 436483
7 8 261240
7 10 471035
7 11 10128
7 15 204750
7 17 398973
7 18 212395
8 10 440492
8 11 251112
8 12 64324
8 13 252532
8 14 95784
8 16 267196
8 17 227165
9 14 128431
9 15 305638
9 19 399839
10 11 460907
10 12 376168
10 13 421451
10 15 266285
10 16 579040
11 13 263020
11 14 155328
11 16 340435
11 19 386610
12 13 316856
12 15 425716
12 16 202872
12 17 162841
13 15 205286
13 17 186312
13 18 203687
14 15 349950
15 17 284687
16 17 365713
16 18 219871
17 18 305713
17 19 92699
18 19 398412
Case #104: Impossible
Case #105: 96
1 2 258831
1 3 26112
1 4 33376
1 5 28180
1 6 229199
1 7 129569
1 8 193132
1 9 370982
1 10 10663
1 11 169395
1 12 100745
1 13 59113
1 14 139318
1 15 118847
2 3 284943
2 4 225455
2 5 287011
2 6 488030
2 7 129262
2 8 204094
2 9 381944
2 10 269494
2 11 395532
2 12 158086
2 15 377678
3 4 59488
3 5 54292
3 6 235036
3 7 155681
3 8 219244
3 9 397094
3 10 36775
3 11 195507
3 12 126857
3 13 33001
3 14 165430
3 15 124684
4 5 61556
4 6 262575
4 7 96193
4 9 347724
4 10 44039
4 11 170077
4 12 67369
4 13 92489
4 14 172694
4 15 152223
5 6 257379
5 7 157749
5 8 164952
5 9 342802
5 10 38843
5 11 197575
5 12 128925
5 13 87293
5 14 167498
5 15 147027
6 7 358768
6 8 421200
6 9 599050
6 10 218536
6 11 398594
6 13 268037
6 14 368517
6 15 110352
7 8 74832
7 9 252682
7 10 140232
7 11 266270
7 13 188682
7 14 248894
7 15 248416
8 9 177850
8 10 202664
8 11 341102
8 12 103656
8 13 252245
8 14 323726
8 15 310848
9 10 380514
9 11 517801
9 12 281506
9 13 430095
9 14 501576
10 11 180058
10 12 111408
10 13 69776
10 14 149981
10 15 108184
11 12 237446
11 13 228508
11 14 308713
12 13 159858
12 14 220070
13 14 198431
14 15 258165
Case #106: 75
1 3 419160
1 4 146593
1 6 301610
1 7 265203
1 8 236598
1 9 241252
1 10 319068
1 11 6806
1 13 233763
1 14 279841
1 15 254418
2 3 214077
2 5 98747
2 7 148272
2 9 109149
2 10 88487
2 12 251762
2 15 146019
2 16 198487
3 4 436785
3 5 302714
3 6 385840
3 8 390954
3 9 292312
3 10 267261
3 11 412354
3 12 465839
3 13 243285
3 14 139319
3 16 354676
4 7 288413
4 9 278847
4 11 139787
4 12 246394
4 14 297466
4 16 82109
5 9 10402
5 11 224044
5 12 261796
5 13 69539
5 14 163395
5 15 47272
5 16 238818
6 7 272819
6 8 244214
6 12 219971
6 13 207213
6 14 440147
7 8 28605
7 9 257421
7 12 308284
7 13 177480
7 14 394174
7 16 329687
8 9 271795
8 12 279679
8 13 206085
8 16 301082
9 11 234446
9 12 251394
9 13 79941
9 16 249220
10 11 312262
10 12 338550
10 13 117695
10 14 350629
10 16 254584
11 12 386181
12 13 280970
12 15 214524
12 16 328503
13 14 232934
13 16 169279
14 16 215357
15 16 286090
Case #107: 11
1 11 34580
2 5 495482
3 4 368973
3 6 358694
3 7 842600
5 9 768595
6 7 483906
6 10 676163
8 10 864091
8 11 716527
9 10 552506
Case #108: Impossible
Case #109: Impossible
Case #110: 4
2 24 540262
6 12 705550
8 13 506206
12 18 861311
Case #111: 579
1 2 79891
1 3 145550
1 4 119839
1 5 95367
1 6 107921
1 7 147134
1 8 85450
1 9 110260
1 12 71977
1 14 76579
1 15 104747
1 16 87735
1 17 158616
1 18 64908
1 19 44438
1 20 83494
1 21 136753
1 22 143372
1 24 115135
1 25 98650
1 26 102744
1 27 108899
1 29 199524
1 30 129969
1 31 65964
1 32 25791
1 33 105511
1 34 121746
1 35 95575
1 36 149727
2 3 95625
2 4 77167
2 5 100830
2 6 57996
2 7 75278
2 8 75469
2 9 68337
2 10 77749
2 12 22052
2 13 46403
2 14 156470
2 15 54822
2 16 73184
2 18 14983
2 19 124329
2 20 33569
2 21 86828
2 22 93447
2 23 76530
2 24 65210
2 26 22853
2 27 94348
2 28 22843
2 29 149599
2 30 145609
2 31 13927
2 33 86808
2 34 41855
2 35 171121
2 36 132496
2 37 133603
3 4 143575
3 5 176849
3 6 123655
3 8 158806
3 9 133996
3 10 143408
3 11 144016
3 12 87711
3 13 112062
3 14 136944
3 15 120481
3 16 156549
3 17 122680
3 18 80642
3 19 169085
3 20 99228
3 21 152487
3 22 127877
3 23 142938
3 24 130869
3 25 145606
3 26 118478
3 27 162188
3 28 88502
3 30 75715
3 32 169988
3 33 152467
3 35 185721
3 36 55957
4 5 52432
4 6 40506
4 7 91531
4 9 9579
4 11 137309
4 12 70002
4 13 94353
4 14 82212
4 16 32132
4 17 180185
4 19 103361
4 20 76703
4 21 123056
4 22 75957
4 24 54068
4 25 21189
4 26 61714
4 27 53296
4 28 70793
4 29 138696
4 32 94048
4 35 124572
4 37 123322
5 6 92938
5 7 87045
5 8 25361
5 9 42853
5 10 105237
5 12 103276
5 13 127627
5 14 83070
5 15 90517
5 16 27646
5 17 135181
5 18 96207
5 19 50929
5 20 114793
5 21 168052
5 22 89539
5 23 51795
5 24 100905
5 25 31243
5 26 94988
5 27 48810
5 29 148750
5 31 97263
5 32 85020
5 33 38104
5 34 100148
5 35 72140
5 36 161459
5 37 112650
6 7 83116
6 8 68330
6 9 50085
6 10 19753
6 11 135275
6 12 35944
6 14 122718
6 15 3174
6 16 66045
6 17 174094
6 18 43013
6 19 107982
6 20 36197
6 21 100720
6 22 35451
6 23 41143
6 24 13562
6 25 61695
6 26 80849
6 28 35153
6 29 114468
6 30 87613
6 31 44069
6 32 118221
6 33 68556
6 34 99851
6 35 121654
6 36 107371
6 37 109506
7 8 61684
7 9 81952
7 10 102869
7 11 164604
7 12 97330
7 13 121681
7 14 162758
7 15 79942
7 16 59399
7 18 90261
7 19 137974
7 20 108847
7 21 128840
7 22 118567
7 23 90894
7 24 90330
7 26 98131
7 27 38235
7 28 98121
7 29 184417
7 30 170729
7 31 89205
7 32 121343
7 33 77203
7 35 115008
7 36 190487
7 37 150617
8 9 24810
8 10 87194
8 11 102920
8 12 85233
8 13 109584
8 14 101074
8 15 65156
8 16 2285
8 17 160542
8 19 76290
8 20 96750
8 23 33752
8 24 75544
8 26 76945
8 27 23449
8 28 86024
8 30 123658
8 31 79220
8 32 59659
8 33 20061
8 35 97501
8 36 143416
8 37 88933
9 10 69838
9 11 127730
9 12 60423
9 13 84774
9 14 91791
9 15 53259
9 16 22553
9 17 178034
9 18 53354
9 19 93782
9 21 125199
9 22 69906
9 23 8942
9 24 63647
9 25 11610
9 26 52135
9 27 43717
9 28 61214
9 29 129117
9 32 84469
9 33 18471
9 34 71137
9 35 114993
9 36 141826
9 37 113743
10 11 155028
10 12 55697
10 13 94186
10 14 129089
10 15 22927
10 17 154341
10 18 62766
10 19 127735
10 20 55950
10 21 120473
10 22 15698
10 23 60896
10 24 33315
10 25 73994
10 26 100602
10 27 64634
10 28 54906
10 29 134221
10 30 67860
10 31 63822
10 32 137974
10 33 80855
10 34 119604
10 35 141407
10 36 87618
10 37 129259
11 12 99331
11 13 137820
11 14 169046
11 16 105205
11 17 154782
11 18 106400
11 19 179210
11 20 110848
11 21 164107
11 22 159979
11 24 142489
11 25 116120
11 26 144236
11 27 126369
11 28 100122
11 29 226878
11 30 107817
11 31 107456
11 32 119685
11 33 122981
11 34 163238
11 35 130921
11 36 88059
11 37 90411
12 13 38489
12 14 148556
12 15 32770
12 16 82976
12 18 7069
12 20 11517
12 21 64776
12 22 71395
12 23 69365
12 24 43158
12 25 72033
12 26 44905
12 27 74477
12 28 791
12 29 127547
12 30 123557
12 31 8125
12 33 78894
12 34 63907
12 35 151250
12 36 143315
12 37 111551
13 14 117544
13 16 107327
13 17 142318
13 18 31420
13 21 103265
13 22 109884
13 23 93716
13 24 81647
13 25 96384
13 26 69256
13 27 112966
13 28 39280
13 29 166036
13 31 32476
13 33 103245
13 34 88258
13 35 130806
13 36 168019
13 37 150040
14 15 125892
14 16 103359
14 17 147710
14 18 141487
14 19 32141
14 20 158915
14 21 205268
14 22 113391
14 24 136280
14 25 103401
14 26 143926
14 27 124523
14 28 149347
14 30 61229
14 31 142543
14 32 102370
14 33 110262
14 34 162928
14 35 155210
14 36 80987
14 37 131644
15 17 177268
15 18 39839
15 19 104808
15 20 33023
15 22 38625
15 23 44317
15 24 10388
15 25 64869
15 26 77675
15 27 41707
15 28 31979
15 30 90787
15 31 40895
15 32 115047
15 33 71730
15 34 96677
15 35 118480
15 36 110545
15 37 112680
16 17 160978
16 18 75907
16 19 78575
16 20 94493
16 21 147752
16 22 69239
16 23 31495
16 24 73259
16 25 10943
16 26 74688
16 27 21164
16 28 83767
16 29 125018
16 30 121401
16 31 76963
16 32 61944
16 33 17804
16 34 72502
16 35 97937
16 37 91218
17 18 173738
17 19 132631
17 20 192324
17 22 138643
17 25 166424
17 26 176366
17 27 139814
17 28 181598
17 29 283931
17 30 86481
17 31 174794
17 32 132825
17 34 157364
17 35 63041
17 36 66723
17 37 103551
18 19 109346
18 20 18586
18 21 71845
18 22 78464
18 23 62296
18 24 50227
18 25 64964
18 26 37836
18 27 81546
18 28 7860
18 29 134616
18 31 1056
18 33 71825
18 35 158319
18 36 136599
18 37 118620
19 20 127932
19 21 181191
19 22 140468
19 23 102724
19 24 115196
19 25 82172
19 26 145917
19 27 99739
19 28 117206
19 29 199679
19 30 93370
19 31 110402
19 32 70229
19 33 89033
19 34 151077
19 36 113128
19 37 99503
20 21 76293
20 22 71648
20 23 77340
20 24 43411
20 25 83550
20 26 56422
20 27 74730
20 28 12308
20 29 139064
20 30 123810
20 32 93794
20 33 90411
20 34 75424
20 35 151503
20 36 143568
20 37 123068
21 22 136171
21 23 123693
21 24 107934
21 25 136809
21 26 109681
21 27 139253
21 30 188333
21 31 72901
21 32 147053
21 33 143670
21 35 216026
21 37 176327
22 23 76594
22 24 49013
22 25 58296
22 26 116300
22 27 80332
22 28 70604
22 29 149919
22 30 52162
22 31 79520
22 32 131155
22 33 65157
22 34 135302
22 35 157105
22 36 71920
22 37 127066
23 24 54705
23 25 20552
23 26 61077
23 27 52659
23 28 70156
23 29 138059
23 31 62603
23 32 93411
23 34 80079
23 35 123935
23 37 122685
24 25 75257
24 26 88063
24 27 52095
24 28 42367
24 30 101175
24 31 51283
24 32 125435
24 34 107065
24 35 128868
24 37 123068
25 26 63745
25 27 32107
25 28 72824
25 29 117507
25 30 110458
25 31 66020
25 33 6861
25 34 82747
25 35 103383
25 36 130216
25 37 102133
26 27 95852
26 28 45696
26 30 129401
26 31 36780
26 32 127182
26 33 70606
26 34 19002
26 35 167128
26 36 109643
27 28 73686
27 29 146182
27 30 132494
27 31 82602
27 32 83108
27 33 38968
27 34 93666
27 35 76773
27 36 152252
27 37 112382
28 29 128338
28 30 122766
28 31 8916
28 32 83068
28 33 79685
28 34 64698
28 35 150459
28 37 112342
29 30 202081
29 31 135672
29 32 186962
29 33 124368
29 35 220890
29 37 216236
30 31 131682
30 32 104178
30 33 117319
30 34 110399
30 35 115414
30 36 19758
31 32 90402
31 34 55782
31 35 159375
31 36 137655
31 37 119676
32 33 79720
32 34 134446
32 35 69784
32 36 123936
32 37 29274
33 34 89608
33 35 110244
33 37 108994
34 35 170439
34 36 90641
34 37 163720
35 36 129764
35 37 40510
36 37 94662
Case #112: 197
1 3 161671
1 4 354056
1 5 234349
1 6 152133
1 11 122212
1 15 263564
1 21 234957
1 22 217481
1 26 250900
1 28 255812
1 29 234250
1 30 212433
2 4 328694
2 6 166744
2 7 236608
2 8 108229
2 10 309187
2 13 177938
2 14 122664
2 15 117414
2 19 140294
2 23 92165
2 24 75576
2 26 265511
2 28 194597
2 30 227044
3 4 227389
3 5 205514
3 6 157586
3 13 216286
3 15 205853
3 21 198290
3 22 188646
3 23 136925
3 24 66418
3 27 186380
3 29 241108
3 30 217886
4 5 258923
4 7 343497
4 8 326460
4 10 161696
4 13 280396
4 14 248748
4 16 310951
4 22 416035
4 23 246890
5 9 183408
5 11 166055
5 14 226873
5 15 228966
5 17 233608
5 19 141025
5 20 136926
5 22 261324
5 23 209603
5 25 97738
5 28 59088
5 29 127260
5 30 117719
6 8 58515
6 10 154574
6 16 74024
6 17 198228
6 19 209804
6 22 213396
6 26 215797
6 27 99994
6 30 177330
6 31 147750
7 11 187991
7 18 163371
7 23 231539
7 28 121694
7 30 33145
7 31 93939
8 12 168468
8 14 120430
8 16 15509
8 18 102013
8 22 154881
8 30 118815
9 10 220447
9 11 184000
9 13 218461
9 15 45558
9 17 264101
9 19 275677
9 20 101473
9 22 279269
9 24 157041
9 27 165867
9 30 243203
10 11 260570
10 13 209798
10 14 317801
10 18 235950
10 21 245538
10 22 345799
10 23 277352
10 24 245742
10 25 174371
10 29 136780
11 12 159505
11 13 129321
11 14 114736
11 18 158734
11 19 91677
11 21 166835
11 22 149187
11 23 43548
11 24 26959
11 26 216894
11 28 145980
11 29 195220
12 13 156920
12 14 216736
12 17 293524
12 18 134885
12 20 154837
12 24 186464
12 26 68755
12 28 165328
13 14 237645
13 17 255081
13 18 198394
13 20 123246
13 22 278508
13 28 38851
13 30 49698
14 18 222443
14 19 175056
14 24 87777
14 25 198742
14 27 196285
14 29 251013
14 30 239245
15 17 281554
15 18 271959
15 19 239212
15 23 191083
15 25 131228
15 28 225168
15 30 288761
16 17 124204
16 23 87651
16 24 17144
17 18 164972
17 19 225696
17 20 162628
17 21 195375
17 24 107060
17 27 227022
17 31 243985
18 20 124928
18 22 256894
18 24 134666
18 25 180325
18 26 203640
18 27 84658
18 29 139386
19 21 179258
19 24 118636
19 25 201370
19 27 151715
19 29 103543
20 21 118424
20 24 55568
20 27 64394
20 29 119122
20 30 141730
21 22 296220
22 23 192735
22 27 242190
23 27 190469
23 28 189528
23 29 238768
23 30 221975
23 31 161773
24 25 110965
24 26 189935
24 28 172939
24 30 151468
24 31 145184
25 26 202297
25 27 119791
25 28 104675
25 29 169257
25 31 132430
26 27 159198
26 28 127016
26 30 38467
26 31 99261
27 29 54728
27 31 102640
28 29 129613
28 30 88549
Case #113: Impossible
Case #114: 405
1 2 161450
1 3 156009
1 4 21307
1 5 74297
1 6 117449
1 7 123864
1 9 9974
1 11 143301
1 12 68215
1 13 57572
1 15 93687
1 17 85918
1 18 75661
1 19 13926
1 21 141002
1 22 78885
1 23 79979
1 24 57858
1 26 80034
1 28 125704
1 29 33981
1 30 20580
1 34 38658
2 5 196926
2 6 150527
2 7 169818
2 9 151476
2 11 276899
2 13 186810
2 14 147171
2 20 118272
2 21 253048
2 25 193371
2 26 125988
2 32 169544
2 35 287025
2 38 188842
3 6 221557
3 8 174732
3 10 92218
3 11 239714
3 12 178702
3 14 158650
3 15 113562
3 16 216421
3 18 80348
3 19 149987
3 21 214807
3 22 214946
3 23 178515
3 24 121996
3 27 132815
3 29 122028
3 30 154688
3 32 128353
3 34 135071
3 35 215995
3 38 151657
3 39 257579
3 40 174489
4 5 54444
4 6 96142
4 8 40234
4 9 11333
4 10 79754
4 11 136756
4 14 4689
4 15 101098
4 16 101047
4 18 73613
4 19 7381
4 22 80244
4 23 81338
4 24 79165
4 25 129903
4 26 62520
4 31 138891
4 33 91217
4 34 32113
4 35 216962
4 36 74708
4 37 29616
4 38 48699
5 6 150586
5 7 159340
5 11 189746
5 14 57679
5 17 119055
5 20 118440
5 21 66705
5 26 113331
5 27 15287
5 28 175117
5 29 83394
5 30 53717
5 37 84060
5 39 200221
5 40 73518
6 10 174959
6 12 146843
6 16 193462
6 17 162207
6 19 103523
6 20 178615
6 22 176386
6 23 134944
6 24 175307
6 27 135299
6 28 219798
6 29 128075
6 31 235033
6 32 121750
6 33 187359
6 35 313104
6 38 144841
6 39 243373
6 40 116670
7 8 66116
7 9 113890
7 11 239313
7 12 55649
7 13 149224
7 15 120789
7 16 105995
7 18 171583
7 20 204689
7 22 182801
7 23 111835
7 25 134851
7 26 67468
7 27 144053
